density,total_population,cancer,binge,csmoking,lpa,sleep,cancer_risk
37.1,30999,6.8,20.3,22.2,27.3,38.3,6.5-7
525.7,292346,6.6,19.9,16.5,25.8,38.5,6.5-7
113.5,64832,6.7,20.3,21.5,27.4,38.3,6.5-7
45.9,25206,6.8,20.3,23.6,28.8,39.5,6.5-7
9.5,11105,6.9,20.7,22.9,27.8,39.0,6.5-7
121.3,69485,6.9,19.7,22.3,28.5,38.3,6.5-7
226.2,158744,6.6,21.0,22.8,27.8,39.3,6.5-7
472.7,265478,6.6,20.0,16.9,23.9,39.4,6.5-7
32.4,18149,6.8,20.2,24.3,28.9,40.4,6.5-7
776.9,658027,6.6,21.1,17.4,22.6,35.8,6.5-7
4.0,2136,6.8,21.3,18.7,23.1,37.4,6.5-7
20.8,11793,6.7,18.5,25.8,32.9,42.2,6.5-7
136.4,87739,6.7,20.9,21.3,26.8,38.1,6.5-7
62.9,21848,6.7,21.8,15.4,19.7,37.0,6.5-7
131.7,98686,6.7,20.4,20.4,26.9,39.0,6.5-7
340.9,192671,6.9,23.7,16.2,19.8,33.8,6.5-7
6.9,6223,6.7,21.0,23.3,28.9,41.3,6.5-7
10.6,10825,6.8,20.2,22.7,27.4,41.4,6.5-7
1828.4,876216,6.8,20.6,19.9,27.2,38.3,6.5-7
45.5,24650,6.8,20.5,21.2,26.4,38.8,6.5-7
37.0,66996,6.9,22.2,19.8,23.2,37.7,6.5-7
59.0,29227,6.9,20.3,20.5,26.0,38.2,6.5-7
78.5,43589,7.0,19.9,22.4,26.9,39.0,7+
21.9,22828,6.9,20.7,22.1,27.3,38.0,6.5-7
161.3,83251,6.8,20.2,18.0,21.8,37.1,6.5-7
26.8,15152,6.8,20.1,22.9,27.8,40.3,6.5-7
274.9,151003,6.9,22.3,20.5,24.8,39.3,6.5-7
90.8,64068,6.8,20.5,23.1,27.2,43.7,6.5-7
17.2,9377,6.8,19.7,23.8,28.7,39.4,6.5-7
347.4,173436,6.6,18.8,23.1,30.3,40.8,6.5-7
60.5,49187,6.7,20.0,22.4,28.6,40.0,6.5-7
1450.8,1258791,6.5,19.8,13.6,19.7,37.6,6.5-7
51.8,26517,6.7,18.8,21.9,29.8,38.9,6.5-7
37.4,21096,6.9,20.2,25.1,30.8,39.6,6.5-7
4.4,5718,6.8,20.4,23.2,28.1,38.8,6.5-7
41.5,23505,6.8,19.8,24.3,29.5,40.1,6.5-7
14.6,8276,6.9,20.6,25.0,29.3,40.2,6.5-7
48.1,24763,6.8,20.1,20.7,25.2,38.8,6.5-7
519.6,292753,6.6,20.2,16.2,22.0,35.0,6.5-7
19.2,12629,6.8,20.6,22.3,27.1,39.3,6.5-7
46.5,24186,6.8,20.1,22.9,28.9,40.2,6.5-7
238.1,190495,6.6,18.4,21.3,27.1,40.2,6.5-7
221.3,159595,6.9,21.6,21.4,25.1,40.5,6.5-7
122.1,61116,6.7,19.6,21.8,28.5,38.6,6.5-7
42.8,41226,6.9,20.1,22.5,29.1,40.7,6.5-7
7.0,8141,6.9,20.1,24.9,28.1,39.8,6.5-7
128.6,68221,6.9,20.8,20.2,25.5,37.7,6.5-7
65.0,52220,6.8,21.4,23.6,27.7,38.9,6.5-7
124.8,75817,6.6,20.1,21.7,28.2,39.6,6.5-7
520.3,367335,6.7,18.4,14.0,19.5,36.6,6.5-7
2855.2,1747584,6.3,18.3,22.0,28.6,44.5,6-6.5
59.7,33744,6.8,20.1,23.4,27.9,38.8,6.5-7
8.8,15950,6.7,21.7,20.6,23.1,32.0,6.5-7
846.5,358093,6.6,21.3,16.6,21.0,31.5,6.5-7
26.3,34547,6.8,22.8,19.6,23.5,31.0,6.5-7
18.9,47343,6.7,21.6,21.5,23.1,30.8,6.5-7
100.5,41022,6.6,23.6,18.9,23.0,32.2,6.5-7
10.0,4997,6.6,23.3,21.0,24.2,31.6,6.5-7
90.7,67798,6.5,23.7,17.7,22.6,29.0,6.5-7
40.9,25016,6.6,25.0,18.5,21.8,32.7,6.5-7
41.8,36007,6.6,24.5,20.4,22.0,31.7,6.5-7
298.1,105614,6.4,23.7,12.9,17.9,26.7,6-6.5
14.8,29924,6.6,22.2,22.1,23.6,30.6,6.5-7
20.3,11794,6.5,23.6,19.5,23.2,31.6,6.5-7
137.0,56834,6.6,26.9,19.1,21.3,31.1,6.5-7
61.5,64269,6.5,23.4,16.4,21.4,30.5,6.5-7
8.8,8825,6.6,22.7,23.2,26.8,32.3,6.5-7
3.8,5463,6.6,22.6,16.2,20.0,29.1,6.5-7
17.5,11207,6.4,21.3,19.3,25.2,31.5,6-6.5
65.4,65351,6.7,23.0,20.7,22.5,30.1,6.5-7
765.1,430141,6.4,22.1,14.1,18.4,29.2,6-6.5
47.8,21004,6.5,22.9,17.0,20.5,29.2,6.5-7
60.1,38331,6.6,25.0,18.4,21.1,28.6,6.5-7
19.2,13661,6.4,23.7,19.5,24.0,29.9,6-6.5
24.5,21098,6.6,23.6,19.4,23.0,30.1,6.5-7
42.9,30302,6.3,22.5,19.2,26.7,33.2,6-6.5
61.4,46450,6.6,24.0,18.5,20.6,31.1,6.5-7
11.0,6004,6.6,24.0,19.9,22.3,31.3,6.5-7
2290.6,1268070,5.9,22.2,12.7,16.4,27.7,5.5-6
33.7,18623,6.6,25.0,18.1,20.6,29.9,6.5-7
23.4,21626,6.7,23.2,19.0,23.6,27.8,6.5-7
93.6,40788,6.5,24.2,19.1,22.2,31.2,6.5-7
16.9,45217,6.7,23.6,20.8,21.4,30.4,6.5-7
14.0,9843,6.6,24.2,18.6,22.4,29.9,6.5-7
31.4,16383,6.6,23.2,21.6,24.1,32.9,6.5-7
54.2,43152,6.4,21.5,17.9,22.5,30.0,6-6.5
3.9,4295,6.6,23.7,18.6,22.5,30.4,6.5-7
3.9,12223,6.6,23.3,20.4,23.9,32.2,6.5-7
8.7,6623,6.6,23.2,19.2,23.3,29.2,6.5-7
5.1,10704,6.6,23.1,18.1,20.7,29.6,6.5-7
2.9,3755,6.5,23.5,20.2,23.4,30.4,6.5-7
64.5,28953,6.5,23.2,17.3,22.5,29.7,6.5-7
10.5,5646,6.6,23.3,19.9,22.9,31.0,6.5-7
35.5,25363,6.4,21.4,19.1,23.1,32.1,6-6.5
73.2,35959,6.5,22.4,18.5,22.3,30.5,6.5-7
9.9,5527,6.7,21.2,29.8,30.1,35.0,6.5-7
5.3,9335,6.5,23.5,18.8,22.5,30.9,6.5-7
27.6,19696,6.5,22.0,20.4,22.7,31.2,6.5-7
38.3,23267,6.5,24.2,18.8,22.2,29.2,6.5-7
46.1,26396,6.6,21.5,21.9,23.4,32.0,6.5-7
29.8,33477,6.7,25.4,19.4,23.1,30.3,6.5-7
56.3,40053,6.4,21.6,19.0,25.7,31.8,6-6.5
11.6,8194,6.5,23.3,18.8,23.6,29.9,6.5-7
76.5,34332,6.6,23.3,17.1,19.8,29.8,6.5-7
30.2,21624,6.0,19.9,18.0,30.0,32.0,6-6.5
7.3,6363,6.6,23.5,19.9,23.4,32.3,6.5-7
243.0,158737,6.4,20.6,13.7,18.2,28.7,6-6.5
29.9,58991,6.5,24.2,16.7,22.1,29.0,6.5-7
22.9,14130,6.6,24.4,18.8,23.3,29.7,6.5-7
21.0,29702,6.4,23.5,22.8,26.5,32.2,6-6.5
19.5,9088,6.6,22.1,19.5,24.0,31.0,6.5-7
15.9,31371,6.6,24.5,19.4,21.3,33.2,6.5-7
16.9,11296,6.7,24.3,18.1,20.8,30.8,6.5-7
3618.9,550844,6.2,18.8,15.3,19.1,30.8,6-6.5
9.4,4063,6.5,23.0,20.1,23.5,30.9,6.5-7
17.3,15174,6.5,23.3,19.8,23.6,29.3,6.5-7
14.8,14540,6.5,23.3,19.3,23.8,30.3,6.5-7
135.2,66997,6.4,22.8,17.3,21.4,29.4,6-6.5
19.3,9327,6.6,23.5,18.6,20.8,29.5,6.5-7
9.1,15140,6.6,25.7,19.5,23.0,29.3,6.5-7
31.9,199427,6.4,22.1,19.5,21.1,30.6,6-6.5
419.9,149681,6.3,23.0,13.7,18.7,29.5,6-6.5
225.6,97678,6.7,23.1,16.3,21.6,31.0,6.5-7
25.3,14884,6.4,23.9,18.9,23.3,29.9,6-6.5
119.9,161104,6.5,25.6,17.8,23.5,31.0,6.5-7
85.5,36721,6.5,23.7,17.9,21.5,31.4,6.5-7
17.4,9790,6.5,23.2,17.3,22.1,29.0,6.5-7
12.5,9262,6.5,23.6,20.7,23.9,32.2,6.5-7
26.1,24675,6.5,22.7,20.4,26.0,30.4,6.5-7
5.7,3262,6.6,22.8,19.7,21.7,30.4,6.5-7
41.4,21644,6.5,25.4,18.5,22.3,29.8,6.5-7
25.6,13737,6.7,22.7,22.5,24.2,30.8,6.5-7
43.9,18603,6.6,23.4,19.4,23.0,30.6,6.5-7
686.4,263775,6.5,24.6,13.0,16.0,29.6,6.5-7
25.0,10854,6.1,20.7,19.4,27.2,31.2,6-6.5
8.3,6202,6.6,24.3,18.0,21.0,31.1,6.5-7
80.8,50590,6.6,24.0,18.2,20.9,29.9,6.5-7
210.1,138975,6.5,23.0,15.6,19.8,27.5,6.5-7
12.8,9699,6.6,23.2,20.2,23.7,30.6,6.5-7
66.1,30586,5.8,13.2,22.6,46.7,40.0,5.5-6
92.7,37067,6.5,14.6,22.0,40.0,35.5,6.5-7
16.8,12302,6.2,13.6,23.1,42.4,39.8,6-6.5
24.7,18183,6.2,13.1,23.4,45.5,38.3,6-6.5
20.4,8289,6.3,14.2,23.7,42.0,41.0,6-6.5
34.8,30521,5.9,11.9,22.4,45.7,40.4,5.5-6
24.5,14356,6.3,14.2,22.6,42.9,38.5,6-6.5
15.8,9945,6.3,14.3,22.9,40.4,37.9,6-6.5
34.2,17139,6.1,13.1,24.0,44.1,40.1,6-6.5
19.7,8225,6.3,14.5,21.9,39.8,38.5,6-6.5
18.3,8934,5.7,10.6,23.8,48.3,45.3,5.5-6
22.5,15530,6.3,14.5,22.2,38.1,37.0,6-6.5
47.0,19294,6.0,12.2,21.6,44.1,39.7,6-6.5
39.7,21949,5.9,11.1,24.0,47.4,44.1,5.5-6
36.1,28033,6.2,12.9,21.8,41.2,40.5,6-6.5
45.0,18639,6.3,13.6,24.0,42.6,39.2,6-6.5
390.9,186116,6.4,15.6,17.3,32.3,36.9,6-6.5
160.8,74970,6.3,14.4,19.6,37.5,37.8,6-6.5
13.7,7735,6.3,14.5,22.4,40.0,38.7,6-6.5
51.6,24684,6.5,15.8,21.3,39.2,36.7,6.5-7
18.7,13318,6.4,15.9,22.4,40.3,36.9,6-6.5
49.2,20782,6.2,13.8,21.4,39.0,38.2,6-6.5
101.0,47861,6.5,15.7,20.2,35.8,34.9,6.5-7
364.2,209061,6.3,14.5,20.8,37.2,39.4,6-6.5
265.5,230932,5.9,11.5,18.4,37.6,42.3,5.5-6
22.4,16978,5.7,10.5,27.8,51.0,45.6,5.5-6
19.2,8027,5.8,10.7,26.6,51.8,44.3,5.5-6
3.2,1340,5.9,12.6,28.8,50.5,44.2,5.5-6
44.0,23435,6.7,15.9,21.7,36.6,37.7,6.5-7
199.3,144027,6.2,16.3,18.9,34.6,38.9,6-6.5
24.2,16388,6.1,12.9,22.6,41.2,39.6,6-6.5
13.4,6968,5.6,11.6,24.4,49.2,46.0,5.5-6
27.2,11127,6.0,12.3,22.6,44.4,43.8,6-6.5
98.1,68190,6.4,14.3,19.7,38.1,38.3,6-6.5
12.8,9840,6.0,12.3,24.3,46.9,42.9,6-6.5
86.3,54534,6.4,16.1,16.9,33.6,34.5,6-6.5
127.9,63597,6.4,15.2,18.3,35.0,36.6,6-6.5
104.9,73839,6.2,14.3,21.8,39.8,39.4,6-6.5
29.2,12590,6.3,14.3,22.0,40.5,38.6,6-6.5
39.1,22782,6.2,13.1,24.2,44.5,38.6,6-6.5
190.2,85569,6.3,14.7,20.0,37.5,37.4,6-6.5
47.4,28111,5.8,12.0,24.6,49.7,42.2,5.5-6
58.3,34179,6.2,13.8,20.5,39.3,36.4,6-6.5
115.9,58569,6.2,13.1,19.5,39.0,39.9,6-6.5
149.4,106739,6.2,14.2,13.6,28.3,34.6,6-6.5
45.2,24533,6.3,13.5,24.2,43.4,39.1,6-6.5
50.0,35333,6.1,14.0,21.1,42.7,37.5,6-6.5
46.1,35241,6.3,14.3,22.1,40.3,38.1,6-6.5
24.0,9748,6.1,13.6,22.9,43.1,39.3,6-6.5
51.0,29072,6.4,13.1,25.8,42.1,38.9,6-6.5
36.3,20977,6.3,14.0,22.4,40.4,39.7,6-6.5
14.9,10372,5.9,11.6,24.1,47.1,42.3,5.5-6
108.7,49801,6.2,13.5,17.6,36.7,38.8,6-6.5
49.9,34208,6.1,13.8,22.7,39.1,39.5,6-6.5
68.8,55767,6.5,16.1,22.1,38.9,36.4,6.5-7
18.5,11992,6.5,14.2,23.8,41.7,37.8,6.5-7
96.2,39360,6.1,12.3,23.6,44.4,40.6,6-6.5
64.8,32248,6.5,14.2,21.2,38.5,36.3,6.5-7
60.8,25235,6.5,14.2,24.8,41.6,37.2,6.5-7
16.7,6750,5.9,11.2,26.8,49.8,43.1,5.5-6
200.6,155562,6.5,15.1,17.6,34.6,34.0,6.5-7
46.0,28048,6.1,12.4,24.2,46.9,40.9,6-6.5
10.0,4306,5.9,11.2,24.7,47.1,44.2,5.5-6
45.3,26667,6.3,14.7,21.7,39.6,38.8,6-6.5
25.0,15911,6.4,14.6,22.3,41.5,36.2,6-6.5
41.6,18548,6.5,14.5,22.5,39.7,36.4,6.5-7
35.3,24623,5.8,12.0,25.0,46.1,43.7,5.5-6
21.4,13785,5.9,13.0,25.6,48.0,43.0,5.5-6
70.3,28445,6.3,14.2,20.9,39.3,38.9,6-6.5
48.1,22043,6.5,13.7,22.9,42.2,36.7,6.5-7
45.8,19441,6.6,15.1,23.5,40.0,37.4,6.5-7
21.1,9588,5.8,11.9,20.9,43.9,43.5,5.5-6
69.5,28887,6.4,15.7,21.4,39.5,36.8,6-6.5
35.4,14288,6.2,12.6,24.4,42.8,41.0,6-6.5
77.0,45287,6.1,13.2,20.6,40.2,40.6,6-6.5
60.1,43570,5.9,11.8,24.4,47.7,39.4,5.5-6
24.9,20179,6.3,13.8,22.4,41.8,40.5,6-6.5
23.1,9713,6.5,14.9,21.9,39.0,36.7,6.5-7
12.7,8613,5.8,11.8,26.8,49.6,44.1,5.5-6
29.6,17953,6.1,13.3,22.3,42.2,40.1,6-6.5
25.9,12107,6.2,14.1,22.7,40.5,39.3,6-6.5
32.1,29636,5.9,13.1,23.3,47.3,41.9,5.5-6
44.6,25278,6.8,16.7,22.3,31.4,34.8,6.5-7
41.1,17771,6.8,18.0,21.2,29.1,33.4,6.5-7
9.4,5143,6.8,18.4,21.7,30.3,35.5,6.5-7
36.7,25393,6.7,16.6,24.8,36.8,36.9,6.5-7
46.2,35938,6.6,16.4,23.8,37.6,36.4,6.5-7
19.9,11769,6.8,17.0,24.4,35.0,36.3,6.5-7
19.4,16194,6.7,17.5,23.7,33.3,36.2,6.5-7
27.8,19564,6.7,18.2,24.9,35.2,35.9,6.5-7
19.6,12127,6.7,17.6,26.5,38.4,36.0,6.5-7
264.2,181054,6.6,18.2,18.0,29.3,32.4,6.5-7
214.0,87334,6.7,18.3,23.8,33.7,37.6,6.5-7
61.3,42597,6.8,16.0,26.6,38.8,38.3,6.5-7
21.2,9047,6.7,17.5,24.1,36.3,36.1,6.5-7
53.6,44733,6.8,18.1,21.9,31.8,33.4,6.5-7
70.9,46511,6.6,18.8,22.5,32.5,35.4,6.5-7
136.7,79067,6.7,17.8,20.9,29.3,35.3,6.5-7
12.5,8693,6.8,18.0,24.1,35.0,36.2,6.5-7
11.7,5959,6.8,17.8,25.2,35.2,35.0,6.5-7
152.6,106355,6.7,18.2,19.8,29.6,34.2,6.5-7
30.4,14434,6.8,16.8,25.8,36.0,36.2,6.5-7
9.9,7434,6.7,18.2,23.1,34.3,35.5,6.5-7
158.4,89131,6.7,18.1,20.0,29.9,32.7,6.5-7
13.5,6818,6.8,17.9,25.6,35.2,35.0,6.5-7
632.7,251367,6.5,18.2,18.4,29.1,31.2,6.5-7
48.7,20421,6.7,19.0,21.1,32.1,33.9,6.5-7
195.2,76845,6.7,17.7,19.2,27.8,34.3,6.5-7
31.4,17725,6.7,17.9,22.1,32.6,35.6,6.5-7
32.2,23941,6.7,17.2,27.2,37.4,36.4,6.5-7
15.5,7583,6.7,16.7,26.3,37.2,36.2,6.5-7
31.3,16938,6.8,17.9,26.1,35.8,36.1,6.5-7
14.7,8263,6.8,17.3,25.6,35.6,35.9,6.5-7
29.9,12609,6.5,19.8,24.1,34.6,36.8,6.5-7
20.7,15583,6.8,17.0,26.4,36.3,36.3,6.5-7
16.2,13210,6.8,16.5,28.7,39.3,36.5,6.5-7
53.6,29020,6.6,15.5,28.9,39.5,37.6,6.5-7
113.0,104241,6.8,18.4,21.7,30.4,38.0,6.5-7
28.5,14756,6.8,18.3,22.0,31.0,34.0,6.5-7
13.4,6584,6.8,17.7,23.5,34.0,36.3,6.5-7
435.7,294249,6.7,17.8,20.1,30.2,33.3,6.5-7
22.5,9808,6.7,17.4,23.8,34.3,35.2,6.5-7
11.6,8352,6.7,17.0,25.4,37.6,35.0,6.5-7
31.4,21895,6.7,17.3,25.3,35.0,35.3,6.5-7
24.1,9613,6.7,17.5,26.4,36.7,36.1,6.5-7
9.5,4406,6.8,18.2,22.8,32.5,35.8,6.5-7
21.6,10029,6.8,17.7,22.2,32.7,35.4,6.5-7
43.3,40182,6.8,16.0,26.1,38.4,36.9,6.5-7
18.4,10144,6.8,17.0,27.1,37.3,35.5,6.5-7
1164.7,704043,6.4,17.9,21.8,33.7,36.6,6-6.5
190.6,121694,6.6,17.0,21.6,34.9,34.9,6.5-7
343.5,225564,6.9,19.3,22.5,31.2,35.6,6.5-7
65.3,54125,6.8,17.5,19.7,31.0,34.8,6.5-7
7.9,3964,6.8,17.0,24.9,35.4,34.3,6.5-7
46.8,35808,6.7,17.3,24.6,34.3,36.9,6.5-7
52.2,32813,6.8,19.4,23.0,33.0,34.9,6.5-7
62.9,38474,6.6,16.8,24.1,37.5,36.5,6.5-7
19.3,9762,6.8,17.9,24.5,36.9,34.7,6.5-7
95.0,59525,6.7,18.9,23.1,31.4,35.9,6.5-7
19.4,11914,6.7,17.5,23.9,34.7,35.6,6.5-7
28.7,15277,6.8,16.4,23.4,35.2,37.1,6.5-7
42.4,22872,6.6,16.3,26.7,40.3,36.0,6.5-7
18.9,15121,6.7,17.4,22.9,36.4,36.1,6.5-7
24.5,12109,6.8,18.0,24.5,34.3,36.0,6.5-7
16.5,8707,6.8,17.6,24.4,34.5,36.3,6.5-7
65.4,28568,6.8,16.8,23.4,33.9,37.0,6.5-7
8.0,3621,6.7,18.3,22.9,32.6,34.2,6.5-7
43.4,25729,6.7,18.5,23.6,33.1,35.9,6.5-7
31.9,13128,6.4,15.0,29.7,44.0,40.6,6-6.5
38.9,16139,6.6,18.3,22.2,32.9,35.1,6.5-7
13.4,8664,6.7,18.1,24.5,35.0,35.2,6.5-7
21.6,11607,6.7,17.4,25.3,36.0,35.2,6.5-7
34.6,20699,6.7,16.7,27.3,37.6,36.6,6.5-7
25.2,17036,6.6,15.7,27.7,40.3,37.1,6.5-7
93.4,58379,6.8,17.7,22.1,32.9,36.3,6.5-7
25.2,22111,6.8,17.7,22.3,30.9,34.6,6.5-7
13.4,10544,6.7,16.3,28.5,38.8,37.3,6.5-7
22.6,13655,6.8,19.4,21.6,29.8,34.1,6.5-7
12.3,9172,6.7,15.8,29.9,40.6,37.4,6.5-7
31.8,15677,6.6,14.7,30.0,43.5,36.2,6.5-7
40.3,19115,6.7,18.8,23.0,32.5,34.9,6.5-7
62.1,42397,6.6,17.4,23.0,35.5,34.9,6.5-7
66.4,44628,6.8,16.8,22.2,32.6,35.5,6.5-7
27.3,18318,6.6,17.9,25.0,37.2,35.1,6.5-7
249.9,105025,6.5,17.5,15.4,26.1,32.8,6.5-7
50.8,32287,6.8,17.3,24.1,33.5,35.7,6.5-7
96.1,52603,6.5,17.2,20.4,32.2,35.0,6.5-7
9.1,4697,6.8,17.5,23.3,34.7,35.3,6.5-7
22.0,10319,6.7,18.4,23.8,34.9,36.1,6.5-7
51.2,24732,6.6,17.2,24.6,35.8,36.9,6.5-7
40.6,23069,6.7,19.3,22.8,32.2,35.2,6.5-7
7.8,6283,6.8,17.1,26.3,35.8,36.4,6.5-7
21.1,13271,6.7,16.0,29.3,41.0,38.2,6.5-7
720.4,403742,6.8,19.8,15.6,26.4,31.9,6.5-7
14.1,9432,6.7,17.7,25.3,36.3,36.2,6.5-7
36.0,17948,6.8,18.7,22.4,32.2,33.8,6.5-7
149.3,67449,6.8,18.0,25.7,36.5,36.4,6.5-7
1959.9,995221,6.6,17.8,16.7,26.8,34.6,6.5-7
30.1,22725,6.5,17.1,22.3,36.7,36.1,6.5-7
15.2,4669,6.8,17.4,25.2,35.5,36.1,6.5-7
11.2,4912,6.8,16.9,26.1,37.2,36.9,6.5-7
91.1,38256,6.6,16.1,24.5,39.5,36.2,6.5-7
8.1,8165,6.7,16.2,28.3,38.9,37.2,6.5-7
11.9,5940,6.7,17.1,24.4,34.4,34.7,6.5-7
35.3,29021,6.8,16.3,26.0,37.4,36.2,6.5-7
69.2,32092,6.8,17.8,24.3,32.5,34.7,6.5-7
9.4,6064,6.4,16.6,23.6,39.1,36.6,6-6.5
89.0,56286,6.7,16.7,22.6,33.5,35.3,6.5-7
21.6,25433,6.7,17.0,27.3,37.7,38.2,6.5-7
24.9,20570,6.8,17.3,25.6,35.3,35.2,6.5-7
83.7,35864,6.8,17.7,23.6,33.5,34.4,6.5-7
32.6,24746,6.8,17.4,27.1,37.4,37.8,6.5-7
16.9,12852,6.8,16.2,29.2,38.9,37.2,6.5-7
67.0,39714,6.8,16.8,25.2,35.1,37.1,6.5-7
7.6,2016,6.7,18.0,22.4,33.1,34.4,6.5-7
27.0,18393,6.7,16.0,29.6,39.8,35.9,6.5-7
4823.9,298643,6.2,17.2,19.8,32.2,36.8,6-6.5
1.7,9466,6.7,24.2,17.4,21.7,31.7,6.5-7
2.6,13231,6.6,19.5,27.4,29.5,37.4,6.5-7
1.6,6682,6.8,21.3,27.5,28.2,37.0,6.5-7
5.3,6304,6.7,23.5,18.4,20.8,31.5,6.5-7
5.3,10768,6.7,25.3,16.9,19.3,33.0,6.5-7
0.4,1263,6.8,24.8,19.1,23.2,32.7,6.5-7
30.2,81399,6.6,24.2,19.5,21.8,35.9,6.5-7
1.4,5642,6.7,23.0,20.3,25.0,34.4,6.5-7
3.0,11388,6.8,21.8,18.5,23.4,33.3,6.5-7
1.2,1694,6.7,25.7,17.5,21.4,33.0,6.5-7
3.6,8566,6.6,25.0,18.1,22.9,34.5,6.5-7
12.5,9181,6.7,24.7,21.9,25.7,34.2,6.5-7
1.7,2824,6.7,25.8,17.9,21.4,33.6,6.5-7
2.5,11044,6.7,22.8,18.4,21.1,31.8,6.5-7
20.6,104638,6.8,22.4,17.2,19.3,30.1,6.5-7
44.4,115484,6.6,22.4,12.4,15.7,28.4,6.5-7
0.3,1260,6.8,23.2,20.2,23.1,33.2,6.5-7
4.6,13707,6.8,21.6,29.3,29.9,36.6,6.5-7
0.7,823,6.6,22.5,19.6,24.4,33.0,6.5-7
2.0,3405,6.7,24.6,17.8,21.5,31.8,6.5-7
5.7,16497,6.8,23.0,23.6,26.4,36.4,6.5-7
7.4,12296,6.7,23.5,15.9,18.7,31.0,6.5-7
1.1,2020,6.7,24.2,17.4,22.7,31.7,6.5-7
20.5,30557,6.8,21.6,21.2,21.6,33.5,6.5-7
20.2,69852,6.6,22.7,16.2,17.5,30.5,6.5-7
1.6,2339,6.8,22.8,24.2,29.4,33.4,6.5-7
5.6,20110,6.7,22.7,20.1,24.6,34.8,6.5-7
0.6,1661,6.7,24.7,18.7,22.6,32.9,6.5-7
2.4,8726,6.6,23.3,15.4,19.9,33.0,6.5-7
0.8,1872,6.7,23.7,18.7,23.1,33.2,6.5-7
3.6,4440,6.6,22.2,22.0,25.7,35.3,6.5-7
46.3,120074,6.8,24.8,16.2,18.2,32.0,6.5-7
2.5,4653,6.6,22.1,21.1,25.8,36.7,6.5-7
6.0,16709,6.7,24.6,16.8,19.8,31.9,6.5-7
0.3,489,6.7,24.0,17.4,21.8,31.8,6.5-7
0.8,3946,6.8,24.5,21.2,26.4,35.6,6.5-7
3.6,5895,6.8,22.0,20.4,23.9,33.6,6.5-7
0.5,1672,6.8,23.5,18.5,22.1,33.4,6.5-7
3.0,6945,6.5,26.1,20.2,24.0,35.2,6.5-7
0.6,1078,6.6,23.0,19.8,25.5,33.3,6.5-7
18.5,44129,6.7,22.2,18.7,21.5,33.0,6.5-7
5.2,10780,6.6,24.0,16.5,23.4,35.6,6.5-7
4.7,10988,6.8,23.0,31.7,32.2,39.5,6.5-7
1.8,8902,6.6,21.0,23.0,25.0,37.2,6.5-7
4.4,12209,6.6,21.8,21.7,24.4,35.5,6.5-7
2.0,3297,6.6,22.8,18.1,23.4,31.7,6.5-7
48.8,35052,6.6,23.2,20.1,22.6,33.6,6.5-7
5.4,9711,6.7,25.5,17.1,23.1,31.5,6.5-7
2.0,3757,6.7,23.8,17.3,21.7,32.0,6.5-7
2.7,6171,6.7,22.8,18.5,23.3,33.4,6.5-7
2.5,4721,6.6,24.1,22.0,24.7,34.9,6.5-7
0.7,701,6.7,22.4,19.7,23.8,33.1,6.5-7
1.5,7401,6.8,22.8,19.6,24.6,31.9,6.5-7
1.5,2140,6.7,22.5,22.0,27.0,33.1,6.5-7
1.1,966,6.6,23.9,18.8,22.9,34.4,6.5-7
61.5,161935,6.7,21.9,17.5,22.5,31.7,6.5-7
55.5,31243,6.5,22.1,17.1,30.0,32.5,6.5-7
7.3,6297,6.6,21.9,17.5,31.5,31.1,6.5-7
0.7,467,6.7,20.4,17.8,30.6,30.3,6.5-7
1.0,752,6.5,21.7,15.2,27.3,31.8,6.5-7
0.7,464,6.6,22.8,17.1,27.4,29.4,6.5-7
7.6,5185,6.6,23.7,17.1,28.9,29.3,6.5-7
10.0,10774,6.4,21.6,18.4,30.8,32.2,6-6.5
3.6,1923,6.6,22.0,17.4,29.4,30.3,6.5-7
2.4,2963,6.7,21.6,18.9,32.5,32.7,6.5-7
51.5,49819,6.5,21.5,16.9,26.8,30.6,6.5-7
13.2,6476,6.6,21.9,18.4,30.0,31.3,6.5-7
13.7,8037,6.5,24.0,17.0,27.0,32.6,6.5-7
47.2,26338,6.6,21.9,16.4,26.7,32.9,6.5-7
11.3,8397,6.7,20.9,15.0,27.6,30.8,6.5-7
4.4,3941,6.3,21.9,15.4,28.3,29.6,6-6.5
1.0,5687,6.5,20.6,16.7,29.8,30.1,6.5-7
7.4,8812,6.5,21.7,17.0,29.8,30.9,6.5-7
10.9,6213,6.4,21.2,17.3,32.8,31.2,6-6.5
25.9,10656,5.9,18.2,16.7,37.6,32.2,5.5-6
15.5,8848,6.4,21.9,16.9,29.8,29.3,6-6.5
4.2,10790,6.7,19.9,16.9,30.8,31.9,6.5-7
75.7,20007,5.8,17.2,16.2,40.8,32.8,5.5-6
6.1,8548,6.6,21.2,15.4,25.1,31.1,6.5-7
23.2,23508,5.9,19.3,16.0,36.4,30.0,5.5-6
4.1,1819,6.5,21.4,18.0,31.3,32.2,6.5-7
11.8,5623,6.3,21.9,16.1,29.3,30.0,6-6.5
69.2,36585,6.5,22.8,19.3,32.4,33.1,6.5-7
1742.0,572163,6.1,21.0,15.9,27.2,32.2,6-6.5
1.8,1689,6.5,20.3,18.6,32.7,32.4,6.5-7
9.5,5460,6.5,22.0,17.1,28.3,31.6,6.5-7
5.2,2978,6.7,21.6,19.2,31.0,32.1,6.5-7
